model_name,device,scale,training_patch_size,window_size,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
SwinIR_64to128_CPU,cpu,2,64,8,1753419639.2133174,trainsets/64to128/val_lr_meta.txt,1405.9683868475258,133.8818064738202,1219.7388941422105,1632.9867439344525,1355.4971821140498,1609.2630801489577,1624.3047028966248,0.7112535454955772,5.3046875,0,50,1,72,72,100,100,True,cpu,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.0+cu126,False,0
