model_name,device,scale,training_patch_size,window_size,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
SwinIR_128to256_CPU,cpu,2,128,8,1753421094.9293573,trainsets/128to256/val_lr_meta.txt,4467.522624684498,298.70359020915225,4083.7682620622218,5138.211591169238,4322.176389629021,5008.860740065575,5089.52106972225,0.2238377024605715,38.40625,0,50,1,136,136,100,100,True,cpu,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.0+cu126,False,0
