model_name,device,scale,training_patch_size,window_size,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
SwinIR_256to512_CPU,cpu,2,256,8,1753423545.602035,trainsets/256to512/val_lr_meta.txt,14890.868646269664,359.5319284004209,14316.701441071928,15794.596748892218,14858.458702918142,15504.696671338752,15655.389513452537,0.06715524955292058,19.4140625,0,50,1,264,264,100,100,True,cpu,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.0+cu126,False,0
