model_name,device,scale,training_patch_size,window_size,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
SwinIR_512to1024_CPU,cpu,2,512,8,1753424352.8091877,trainsets/512to1024/val_lr_meta.txt,10474.15965356864,164.0510502511168,10184.516019187868,10939.727748278528,10457.479516044259,10738.625633297488,10890.223621441983,0.09547305302524112,87.09765625,0,50,1,520,520,100,100,True,cpu,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.0+cu126,False,0
